WHO_region,Disease_presentation,Age_group,Pathogen,Associated_resistant_mean,Associated_resistant_lower,Associated_resistant_upper,Attributable_resistance_mean,Attributable_resistance_lower,Attributable_resistance_upper,hib_vaccine_coverage_2019,hib_vaccine_coverage_2018,pcv_vaccine_coverage_2019,pcv_vaccine_coverage_2018
Africa,BSI,75 to 79,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,75 to 79,Klebsiella pneumoniae,39000,19000,67000,11000,5000,19000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,75 to 79,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,75 to 79,Pseudomonas aeruginosa,12000,5000,20000,3000,1000,5000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,75 to 79,Salmonella Typhi,4000,2000,7000,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,75 to 79,Staphylococcus aureus,12000,6000,22000,3000,1000,5000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,75 to 79,Streptococcus pneumoniae,10000,5000,17000,2000,1000,4000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,80 to 84,Acinetobacter baumannii,9000,5000,16000,3000,1000,5000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,80 to 84,Enterococcus faecium,4000,2000,7000,1000,0,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,80 to 84,Escherichia coli,20000,10000,34000,5000,2000,9000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,80 to 84,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,80 to 84,Klebsiella pneumoniae,25000,13000,43000,7000,3000,12000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,80 to 84,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,80 to 84,Pseudomonas aeruginosa,8000,4000,13000,2000,1000,3000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,80 to 84,Salmonella Typhi,3000,1000,5000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,80 to 84,Staphylococcus aureus,8000,4000,14000,2000,1000,3000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,80 to 84,Streptococcus pneumoniae,6000,3000,11000,1000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,85 to 89,Acinetobacter baumannii,5000,3000,9000,2000,1000,3000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,85 to 89,Enterococcus faecium,2000,1000,4000,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,85 to 89,Escherichia coli,11000,5000,19000,3000,1000,5000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,85 to 89,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,85 to 89,Klebsiella pneumoniae,13000,7000,23000,4000,2000,7000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,85 to 89,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,85 to 89,Pseudomonas aeruginosa,4000,2000,7000,1000,0,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,85 to 89,Salmonella Typhi,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,85 to 89,Staphylococcus aureus,5000,2000,8000,1000,0,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,85 to 89,Streptococcus pneumoniae,3000,2000,6000,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,90 to 94,Acinetobacter baumannii,2000,1000,3000,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,90 to 94,Enterococcus faecium,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,90 to 94,Escherichia coli,4000,2000,6000,1000,0,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,90 to 94,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,90 to 94,Klebsiella pneumoniae,4000,2000,8000,1000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,90 to 94,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,90 to 94,Pseudomonas aeruginosa,1000,1000,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,90 to 94,Salmonella Typhi,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,90 to 94,Staphylococcus aureus,1000,1000,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,90 to 94,Streptococcus pneumoniae,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,95 plus,Acinetobacter baumannii,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,95 plus,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,95 plus,Escherichia coli,1000,0,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,95 plus,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,95 plus,Klebsiella pneumoniae,1000,1000,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,95 plus,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,95 plus,Pseudomonas aeruginosa,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,95 plus,Salmonella Typhi,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,95 plus,Staphylococcus aureus,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,95 plus,Streptococcus pneumoniae,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,EN,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,EN,Escherichia coli,1000,0,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,EN,Group A Streptococcus,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,EN,Klebsiella pneumoniae,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,EN,Pseudomonas aeruginosa,1000,0,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,EN,Staphylococcus aureus,1000,0,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,LN,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,LN,Escherichia coli,1000,0,4000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,LN,Group A Streptococcus,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,LN,Klebsiella pneumoniae,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,LN,Pseudomonas aeruginosa,1000,0,4000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,LN,Staphylococcus aureus,1000,0,5000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,PN,Enterococcus faecium,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,PN,Escherichia coli,1000,0,4000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,PN,Group A Streptococcus,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,PN,Klebsiella pneumoniae,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,PN,Pseudomonas aeruginosa,1000,0,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,PN,Staphylococcus aureus,1000,0,4000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,1 to 4,Enterococcus faecium,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,1 to 4,Escherichia coli,2000,0,5000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,1 to 4,Group A Streptococcus,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,1 to 4,Klebsiella pneumoniae,0,0,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,1 to 4,Pseudomonas aeruginosa,1000,0,5000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,1 to 4,Staphylococcus aureus,2000,0,6000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,5 to 9,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,5 to 9,Escherichia coli,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,5 to 9,Group A Streptococcus,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,5 to 9,Klebsiella pneumoniae,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,5 to 9,Pseudomonas aeruginosa,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,5 to 9,Staphylococcus aureus,1000,0,4000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,10 to 14,Enterococcus faecium,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,10 to 14,Escherichia coli,1000,0,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,10 to 14,Group A Streptococcus,1000,0,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,10 to 14,Klebsiella pneumoniae,1000,0,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,10 to 14,Pseudomonas aeruginosa,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,10 to 14,Staphylococcus aureus,3000,0,10000,1000,0,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,15 to 19,Enterococcus faecium,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,15 to 19,Escherichia coli,1000,0,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,15 to 19,Group A Streptococcus,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,15 to 19,Klebsiella pneumoniae,1000,0,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,15 to 19,Pseudomonas aeruginosa,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,15 to 19,Staphylococcus aureus,3000,1000,9000,1000,0,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,20 to 24,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,20 to 24,Escherichia coli,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,20 to 24,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,20 to 24,Klebsiella pneumoniae,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,20 to 24,Pseudomonas aeruginosa,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,20 to 24,Staphylococcus aureus,1000,0,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,25 to 29,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,25 to 29,Escherichia coli,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,25 to 29,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,25 to 29,Klebsiella pneumoniae,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,25 to 29,Pseudomonas aeruginosa,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,25 to 29,Staphylococcus aureus,1000,0,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,30 to 34,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,30 to 34,Escherichia coli,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,30 to 34,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,30 to 34,Klebsiella pneumoniae,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,30 to 34,Pseudomonas aeruginosa,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,30 to 34,Staphylococcus aureus,1000,0,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,35 to 39,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,35 to 39,Escherichia coli,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,35 to 39,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,35 to 39,Klebsiella pneumoniae,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,35 to 39,Pseudomonas aeruginosa,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,35 to 39,Staphylococcus aureus,1000,0,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,40 to 44,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,40 to 44,Escherichia coli,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,40 to 44,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,40 to 44,Klebsiella pneumoniae,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,40 to 44,Pseudomonas aeruginosa,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,40 to 44,Staphylococcus aureus,1000,0,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,45 to 49,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,45 to 49,Escherichia coli,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,45 to 49,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,45 to 49,Klebsiella pneumoniae,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,45 to 49,Pseudomonas aeruginosa,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,45 to 49,Staphylococcus aureus,1000,0,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,50 to 54,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,50 to 54,Escherichia coli,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,50 to 54,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bone and joint infections,50 to 54,Klebsiella pneumoniae,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
