WHO_region,Disease_presentation,Age_group,Pathogen,deaths associated with resistance (mean),deaths associated with resistance (lower),deaths associated with resistance (upper),deaths attributable to resistance (mean),deaths attributable to resistance (lower),deaths attributable to resistance (upper),hib_vaccine_coverage_2019,hib_vaccine_coverage_2018,pcv_vaccine_coverage_2019,pcv_vaccine_coverage_2018,vaccine_avertable_deaths_associated_with_resistance_.mean.,vaccine_avertable_deaths_associated_with_resistance_.lower.,vaccine_avertable_deaths_associated_with_resistance_.upper.,vaccine_avertable_deaths_attributable_to_resistance_.mean.,vaccine_avertable_deaths_attributable_to_resistance_.lower.,vaccine_avertable_deaths_attributable_to_resistance_.upper.
Africa,BSI,55 to 59,Streptococcus pneumoniae,19000,11000,30000,4000,2000,6000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,60 to 64,Acinetobacter baumannii,16000,8000,26000,5000,2000,8000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,7840,3920,12740,2450,980,3920
Africa,BSI,60 to 64,Enterococcus faecium,12000,7000,20000,3000,1000,6000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,5880,3430,9800,1470,490,2940
Africa,BSI,60 to 64,Escherichia coli,30000,17000,49000,7000,4000,13000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,60 to 64,Group A Streptococcus,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,60 to 64,Klebsiella pneumoniae,52000,29000,85000,14000,7000,25000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,25480,14210,41650,6860,3430,12250
Africa,BSI,60 to 64,Non-typhoidal Salmonella,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,60 to 64,Pseudomonas aeruginosa,17000,9000,29000,4000,2000,8000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,1666,882,2842,392,196,784
Africa,BSI,60 to 64,Salmonella Typhi,10000,5000,17000,2000,0,3000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,60 to 64,Staphylococcus aureus,18000,10000,29000,4000,2000,7000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,3024,1680,4872,672,336,1176
Africa,BSI,60 to 64,Streptococcus pneumoniae,20000,11000,33000,4000,2000,7000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,65 to 69,Acinetobacter baumannii,15000,9000,24000,5000,2000,8000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,65 to 69,Enterococcus faecium,12000,7000,18000,3000,1000,5000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,65 to 69,Escherichia coli,30000,17000,46000,7000,4000,12000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,65 to 69,Group A Streptococcus,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,65 to 69,Klebsiella pneumoniae,51000,29000,79000,14000,7000,23000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,65 to 69,Non-typhoidal Salmonella,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,65 to 69,Pseudomonas aeruginosa,17000,10000,27000,4000,2000,7000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,65 to 69,Salmonella Typhi,10000,5000,16000,2000,0,3000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,65 to 69,Staphylococcus aureus,17000,10000,27000,4000,2000,7000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,65 to 69,Streptococcus pneumoniae,19000,11000,30000,4000,2000,6000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,70 to 74,Acinetobacter baumannii,17000,8000,31000,5000,2000,9000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,70 to 74,Enterococcus faecium,7000,3000,12000,2000,1000,3000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,70 to 74,Escherichia coli,37000,18000,65000,9000,4000,17000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,70 to 74,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,70 to 74,Klebsiella pneumoniae,48000,23000,83000,13000,6000,24000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,70 to 74,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,70 to 74,Pseudomonas aeruginosa,14000,7000,25000,3000,2000,7000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,70 to 74,Salmonella Typhi,5000,2000,9000,1000,0,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,70 to 74,Staphylococcus aureus,15000,7000,26000,3000,1000,6000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,70 to 74,Streptococcus pneumoniae,12000,6000,21000,2000,1000,5000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,75 to 79,Acinetobacter baumannii,14000,7000,25000,4000,2000,8000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,75 to 79,Enterococcus faecium,6000,3000,10000,1000,1000,3000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,75 to 79,Escherichia coli,30000,15000,52000,7000,4000,13000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,75 to 79,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,75 to 79,Klebsiella pneumoniae,39000,19000,67000,11000,5000,19000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,75 to 79,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,75 to 79,Pseudomonas aeruginosa,12000,5000,20000,3000,1000,5000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,75 to 79,Salmonella Typhi,4000,2000,7000,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,75 to 79,Staphylococcus aureus,12000,6000,22000,3000,1000,5000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,75 to 79,Streptococcus pneumoniae,10000,5000,17000,2000,1000,4000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,80 to 84,Acinetobacter baumannii,9000,5000,16000,3000,1000,5000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,80 to 84,Enterococcus faecium,4000,2000,7000,1000,0,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,80 to 84,Escherichia coli,20000,10000,34000,5000,2000,9000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,80 to 84,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,80 to 84,Klebsiella pneumoniae,25000,13000,43000,7000,3000,12000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,80 to 84,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,80 to 84,Pseudomonas aeruginosa,8000,4000,13000,2000,1000,3000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,80 to 84,Salmonella Typhi,3000,1000,5000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,80 to 84,Staphylococcus aureus,8000,4000,14000,2000,1000,3000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,80 to 84,Streptococcus pneumoniae,6000,3000,11000,1000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,85 to 89,Acinetobacter baumannii,5000,3000,9000,2000,1000,3000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,85 to 89,Enterococcus faecium,2000,1000,4000,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,85 to 89,Escherichia coli,11000,5000,19000,3000,1000,5000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,85 to 89,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,85 to 89,Klebsiella pneumoniae,13000,7000,23000,4000,2000,7000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,85 to 89,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,85 to 89,Pseudomonas aeruginosa,4000,2000,7000,1000,0,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,85 to 89,Salmonella Typhi,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,85 to 89,Staphylococcus aureus,5000,2000,8000,1000,0,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,85 to 89,Streptococcus pneumoniae,3000,2000,6000,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,90 to 94,Acinetobacter baumannii,2000,1000,3000,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,90 to 94,Enterococcus faecium,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,90 to 94,Escherichia coli,4000,2000,6000,1000,0,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,90 to 94,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,90 to 94,Klebsiella pneumoniae,4000,2000,8000,1000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,90 to 94,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,90 to 94,Pseudomonas aeruginosa,1000,1000,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,90 to 94,Salmonella Typhi,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,90 to 94,Staphylococcus aureus,1000,1000,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,90 to 94,Streptococcus pneumoniae,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,95 plus,Acinetobacter baumannii,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,95 plus,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,95 plus,Escherichia coli,1000,0,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,95 plus,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,95 plus,Klebsiella pneumoniae,1000,1000,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,95 plus,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,95 plus,Pseudomonas aeruginosa,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,95 plus,Salmonella Typhi,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,95 plus,Staphylococcus aureus,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,BSI,95 plus,Streptococcus pneumoniae,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,EN,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,EN,Escherichia coli,1000,0,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,EN,Group A Streptococcus,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,EN,Klebsiella pneumoniae,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,EN,Pseudomonas aeruginosa,1000,0,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,EN,Staphylococcus aureus,1000,0,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,LN,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,LN,Escherichia coli,1000,0,4000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,LN,Group A Streptococcus,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,LN,Klebsiella pneumoniae,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,LN,Pseudomonas aeruginosa,1000,0,4000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,LN,Staphylococcus aureus,1000,0,5000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,PN,Enterococcus faecium,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,PN,Escherichia coli,1000,0,4000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,PN,Group A Streptococcus,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,479.791666666667,0,0,0
Africa,Bone and joint infections,PN,Klebsiella pneumoniae,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,479.791666666667,0,0,0
Africa,Bone and joint infections,PN,Pseudomonas aeruginosa,1000,0,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,PN,Staphylococcus aureus,1000,0,4000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,411.25,0,1645,0,0,411.25
Africa,Bone and joint infections,1 to 4,Enterococcus faecium,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,1 to 4,Escherichia coli,2000,0,5000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,1 to 4,Group A Streptococcus,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,490,0,0,0
Africa,Bone and joint infections,1 to 4,Klebsiella pneumoniae,0,0,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,980,0,0,490
Africa,Bone and joint infections,1 to 4,Pseudomonas aeruginosa,1000,0,5000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,1 to 4,Staphylococcus aureus,2000,0,6000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,230.192307692308,0,690.576923076923,0,0,115.096153846154
Africa,Bone and joint infections,5 to 9,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,5 to 9,Escherichia coli,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,5 to 9,Group A Streptococcus,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,9.42307692307692,0,0,0
Africa,Bone and joint infections,5 to 9,Klebsiella pneumoniae,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,9.42307692307692,0,0,0
Africa,Bone and joint infections,5 to 9,Pseudomonas aeruginosa,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,5 to 9,Staphylococcus aureus,1000,0,4000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,10 to 14,Enterococcus faecium,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,10 to 14,Escherichia coli,1000,0,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,10 to 14,Group A Streptococcus,1000,0,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,10 to 14,Klebsiella pneumoniae,1000,0,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,10 to 14,Pseudomonas aeruginosa,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,10 to 14,Staphylococcus aureus,3000,0,10000,1000,0,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,15 to 19,Enterococcus faecium,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,15 to 19,Escherichia coli,1000,0,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,15 to 19,Group A Streptococcus,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,15 to 19,Klebsiella pneumoniae,1000,0,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,15 to 19,Pseudomonas aeruginosa,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,15 to 19,Staphylococcus aureus,3000,1000,9000,1000,0,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,20 to 24,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,20 to 24,Escherichia coli,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,20 to 24,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,20 to 24,Klebsiella pneumoniae,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,20 to 24,Pseudomonas aeruginosa,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,20 to 24,Staphylococcus aureus,1000,0,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
